comment,complaint_cluster
من سئ الي اسواء انا طلبت أورد امبارح كان في منتهى السوء سجق تحس انه بايت او حد واكله قبل كده كفته مش مستويه كويس ثوميه فيها ريحه تخمر وكذلك الطحينه فيها عيش اكتر من الطحينه والثوميه طالعه من تلاته بقالها يومين او اكتر حاجه حسبي الله ونعم الوكيل استم...,
"delayed delivery, food quality is getting worse every time الكبده الاسكندراني بقت زفت قوي",
مش عارفة ايه اللي جرالهم فجأة ، المرة اللي فاتت الطواجن كلها كانت بايظة واترمت في الزبالة ، والمرة دي الكباب بارد وبايت وحاجة قرف,
قلالت الذوق في تعاملهم واستغلالين في توصيل,
على مدى 6 شهور تقريباً جربت منهم الكباب والكفتة والريش البتلو والاستيك والفراخ المخلية والفيليه والشيش والكبده الاسكندراني والسجق البلدي والحواوشي والأرز المعمر. فيما عدا الريش، كل حاجه كانت ممتازه. الريش كان مستواها متوسط. التوصيل دايماً في حدود الو...,
امبارح جربت الطرب الجاهز للشوي منتهي السوء عباره عن دهن ملفوف ورميته في الزباله,
تجربة فى منتهى السوء.... سواء جودة الاكل او الكمية او السعر,
للاسف اسوء مطعم ممكن تتعامل معاه في خدمة العملاء اورد بالكامل اتلغي بسبب ان المطعم متصل مخصوص علشان يفاصل معايا في علبة مخلل و يقولي هي واحده مش اتنين . مطعم مادي جدا و موظفين في منتهي البرود و التناكه . يا جماعه ده مجرد اكل ، و احنا بندفع فلوس علي ...,
my favorite ❤️ احلي مش مشويات بحد⁦❤️⁩ و جربت ال الاكل الجاهز علي التسويه جربت الطرب والشيش تحفه بجد,
فضلت مستني الاوردر اربع ساعات والرقم الساخن غير متاح والفرع كلمتهم ضحكوا عليا وقالولي نازل بقاله شوية. بجد خدمة رديئة جدا من الدهان ومن المنيز وعمري ما هطلب من الاتنين حاجة تاني,
الاكل حلو لكن مواعيد الدليفري زي الزفت كل مرة تأخير ساعة كاملة او ساعة الا ربع لما الاوردر يوصل,
تغليف ممتاز.. دليفري مواعيده مظبوطة عمره مااتأخر ومحترم.. الاكل ممتاز وأنضف من أي فراخ كلتها من برا الحقيقة,
أنا جربت جميع الاكل ممتاز والاسعار معقول.,
اولا يشهد الله علي كل حرف بكتبه بجد حاجة لا تتقدم لحيوان في الشارع قلة ضمير ومعتادة علي معظم المطاعم هنا بمصر المشويات وصلتني باردة جدا والارز بارد والسلطة تكاد تكون في التلاجه من يومين او ثلاثة تجربة سيئة ولا انصح احد بهذا المكان نهااائيااااا,
طلبت اوردر و بيجى معاه العيش ملفوف فى استرتش المهم بنفتح العيش لقيت جواه نمل للاسف كلمت الكول سنتر و رجعت الاوردر و عملت شكوى و كلمنى حد من الفرع و المفروض كانوا يردوا عليا بنتيجة الشكوى بس ولا حد عبر .. تجربة سيئة جدا لا أنصح بيه على الاطلاق,
فرع المهندسين - طلبت اوردرات منه في الهرم --يوم الثلاثاء 21-7-2020 الساعه 2 الظهر -جربت عرض الحواوشي الي عاملينه مع اطلب و فعلا ممتاز و طعم الحواوشي تحفه سنه مقرمش و سنه طري مظبوط و طعم و تتبيله اللحمه تحفه و وهميه --يوم الاحد 19-7-2020 الساعه 1 الظه...,
المفروض التقييم يبقي اقل من نجمه القصه بالتفصيل طلبت موزه و وضحت في الملاحظات انها تبقي في طبق و الارز في طبق عشان بتيجي مع الدليفري مهروسه في بعض و هذا لم يحدث وطلبت ارز ابيض مكان الفته و هذا لم يحدث و طلبت انها تيجي سخنه او اقرب الي السخونه و هذا ...,
الاكل بتاعهم جميل جدا مستوى كويس وتتبيلته ممتازه,
اتاخر اكتر من نص ساعة بس الاكل كان سخن و زى الفل,
كنت طلبت دجاج مشوي علي نصفين المهم الاكل كان متبل ومستويي جدا برافو بجد ومندوب التوصيل وخدمة عملاء في قمة الذوق بس في ملحوظه مهمه الاكل لما وصل كان بارد ياريت بس الاوردر وهو مع المندوب يبقي جوه شنطة او بوكس بحفظ درجة الحرارة .. شكرا,
الفراخ المشوية كانت جيدة جدا متبلة حلو و تسويتها كويسة مفيهاش اي دم او حاجة,
الوجبات الجاهزة التسوية سيئة جدا جدا.. انا جربت الكفتة والطرب عبارة عن دهون فقط ولون الكفتة ابيض مفيهاش لحمة خالص.. وبعد التسوية صباع الكفتة بقى عقلة.. وطعمهم سئ جدا,
الأكل حلو و نضيف بس يعني من ناحية جودة المشاوي مش احلى طعم. بس دي ضبطة معلمين ما فيش شكوى معينة,
الاكل حلو ونظيفه جدااا وسخن ومكرونه قي فرن جميله واسعار حلوه جدااا,
الحواوشي السبايسي عالمي السجق الشرقي ظريف الكفته بردو اوك,
الفراخ مش مستويه وبتنزل ميه بس الحمام كويس والطحينه ميه,
بصراحه زفت أشتريت ساندوتشين من فرع التجمع فراخ بانيه وشيش طاوك ما فيش أسوء من كده كنت حرجع فراخ زفره وليس لها أي طعم وزي ما تكون ميته توبه,
المحل ده عبارة عن شوية حرامية. من اسبوع عملت طلب فراخ مخلية كان سعر 1/2 الكيلو 50 جم، انهاردة عملت طلب فراخ مخليه حاسبوني على سعر الكيلو 200 جم. طبعاً ده مش حقيقي، الحقيقي ان اول موظفة خدت مني الاوردر عملت غلط في الحساب، و انا مخدش بالي، ومل زامايلها...,
البابا غنوج حامضه و باقي السلطات مجمده، الاكل بارد، الفراخ متسخنه و الطرب ني و لونه ابيض و الكباب كله بيشد,
الفراخ والكفتة والكباب ممتاز جدا والاكل جميل,
بصراحة من انضف المطاعم كنضافة وكمشويات وبعض الاكلات التانية والرز بلبن بالفواكه اللي عندهم تحفة,
الاكل تحفه فعلا و جه علي طول و كان دافي و تتبييلة الفراخ حلوو جدا بجد تجربه كويسه و ان شاء الله مش هتكون اخر مره,
الحمام حلو والرز مستوي كويس جداااا أول مره اجرب الحمام عنده,
مطعم نضيف جدا والحاجه متغلفه كوويس وملتزم بمواعيد تسليم الاوردر,
محترمين والاكل جميل جدا ونضيف والأسعار مناسبة اكتر حد بطلب منه,
انا عادةً بطلب كتير من الدهان على أساس انه نظيف، اخر مرة طلبته لقيت دودة كبيرة في الخضار السوتيه، الحمد لله اني متعود اسخن الأكل في الميكروويف قبل ما أكل كان زماني كلتها وربنا يعلم كان هيجيلي تسمم ساعتها ولا أيه.,
طرب جاي بارد جدا واضح انه بايت و الممبار سئ للغاية تجربة سيئة جدا,
للاسف حبيت ازود حاجه في الطلب بس هما رفضوه و قالوا اعمل طلب زياده بفلوس توصيل زياده لان السيستم بيقول كده حسيت اني بحرك اسهم في البورصه,
بصراحه انا ديما بتعامل مع الدهان من كذا ابليكشن بس انا مستغرب جدا انا قولت للابليكشن ياريت الراجل يجي لابس الجلوفز و كمامه بس الصراحه الموضوع جه عكس كده خالص الراجل جه مش لابس ولا جلوفز و لا كمامه ولا في مساحه مابيني و مابينه و الراجل كان عايز يخليني...,
اكل ولا اروع ، التوصيل سريع ، شكرا على الخدمة,
تجربة مش هتكرر.. الكبده وحشة اوي.. و طلبت ٢نص فرخة من طعمة السئ لسه في نص فرخة في التلاجة.. و بخيل جدا في السلطات.. بصراحة سئ جدا,جودة_المنتج
طلبت اوردر ونسيت ادخل البرومو كود اتواصلت معاهم بعدها ثانية لطلب إلغاء الاوردر رفض تماما اكنه ما صدق,
كذا مرة بكلمهم و مع ذلك الفراخ بتيجي نية برضو ، و البابا غنوج حه بايط غالبا بيفورو يعملو جديد,
الاكل جالى متاكل منو او بواقى اكل زى الى فى الصورة - تجربة سيئة جدا ومش هتتكرر,
حضرتك يا فندم ممكن تفتح المنيوز لان احنا محتاجين,
الطلب جه بسرعة، سيبنا من إن الطيار غالبا فاكر كورونا دي إشاعة، ولا أي احتياطات وقاية، وسيبنا من أنه نزل ربع ساعة يدور على فكة، وسيبنا من أن مفيش شوك ولا ملاعق، بس آجي آكل الحمام (حمامة محشية بالأرز) ألاقي فيها ترمسة ! لأ كده كثير. الحمد لله أن الترمس...,
تحفة تحفة و احسن مرة كلت فيها لحمة مشوية .... حقيقي تحفة,
طلبت ٢ نص فرخة مشوية كانوا طعمهم حلو وطلبت ممبار كان متوسط والسلطات طحينة وبابا غنوج تحت المتوسط,
طلبت 3 مرات الاول الاكل جه ولا اروعبس البابا غنوج كان بايظ اخر مرتين الفراخ كانت زفره ومش مستويه كويس,
حلووووو اووووي باسم مستشفى الهلال العسكرى فعلا رائع تحياتي لكم,
اكل سئ جدا والكفته نيه تجربه مش هتتكرر,
سلطة البابا غنوج جت بايظة، ريحتها وطعمها بايظة، والعيش جه بايت وميتاكلش.,
للاسف تاني مره اطلب اوردر من الدهان ويجي سئ للغاية الاوردر بيجي بارد والفراخ في غايه السوء بصراحه المطعم محتاج يهتم بالجوده والطعم شوية لان فعلا هناك حالة تدني في المستوي ملحوظة,
فرخه مشويه جت بعد تلت ساعه من طلب الاوردر !!!!! دا معناه ان الاوردر كان لعميل تاني واتلغي تقريبا وجالنا و خلاص باارد جدا والعيش بايت,
El akl fl awl Kan mostwah Kwys w Ana Bt3aml m3ako Mn snen w Kan el t3amol Kwys w el akl helw Dlw2ty t3ml zft w ehmal fl akl w elet zo2 m3a el 3omalaa w kaza Mara ala2y sha3r gowa taba2 el pane w Mara gowa l macarona l bachamel w haga t2rf bsraha hata...,
Akl Zy l zft l macarona l bachamel gayale wahda m7ro2a w el tany gayle nay ml wesh w el 7amam nashef w bayet Wl roz l gowah m7ro2 shorbt creamt l dagag Zy l zft w k2ny bashrb mayaa,
لقيت حشره زي الجراده في المسقعه .. الله يخربيت القرف بجد,
اسوأ مرة جبت ساندويتشات فحياتي من مطعم.. حسبي الله ونعم الوكيل دي صورة انضف ساندويتش جي فالاوردر وكان متلج وبيقرمش,
أسوأ تجربه بجد اسم على الفاضي و اكيد مش هاتتكرر تاني,
أحلى فراخ مشوية واحلى كفته على الفحم ممتازه والأسعار معقولة جدا,
اسوأ تجربة! تأخير ساعتين إلا تلت وقلة ذوق من ديلفري المطعم واكل وحش,جودة_المنتج
المشويات اكتر من رائعة .والدليفري في وقت مناسب,
Perfect ❤️,
لحد دلوقتي طلبت اوردرين والاتنين روعة...ياريت تستمرو على كدة,
لم اجربه من قبل لكن اصدقاي نصحوني ان اجربه وقالو عليه اجمل الكليمات,
الاكل سيئ جدا.. الحمام الارز ناشف جدا وطعمه مش حلو خالص والحواوشي طعمه اسوا من اي حاجة كلتها دة غير ان الاكل جه كبه ميه لان الصوص غرق كل الاطباق وكان الحواوشي بايش.. انا كنت بطلبه من زمان بس مش عارفة ايه اللي حصل,
مستوى المطعم بيتحسن نوعا ما جربت الكفتة والطرب جيد جدا و جربت أيضا السجق المشوي والشيش بس مستواهم مش جيد مقارنة بمطاعم اخرى ..,
في رأيي أفضل مطعم مشويات في التجمع الخامس، أسعاره متوسطة، الخدمة كويسة، الأكل طعمه جميل جدا خاصة الطرب,
سئ للغايه ...........................................,
مستوى الاكل اصبح سيء و آخر اوردر الفراخ باردة و حادقة جدا,
اكل عادي خالص زي اللي بتاكله في بيتك ويمكن اقل كطعم يعني مفيش اي ميزه واسم عالفاضي فعلا,
جودة الأكل كويسة والأسعار مش مبالغ فيه. أحسن حاجة فيه إنه محافظ على مستواه.,السعر
طلبت منهم كذا مره واكلهم جميل والدليفري بيوصل في الميعاد,
طلب بتاعي كان كبده وفراخ.. الكبده بارده جدا و موش حلوة الفرخ طعم مش حلو يارت تحسنو الخدمة احنا دايما بنطلب اكتر,
الفراخ بارده و مش مستوية خالص من جوه.,
الاكل جميل و سخن..............................,
الاكل جي بارد جدا ومتاخر، طلبت طاجن لحمه بالبطاطس,
الفراخ المشوية حلوة والنص فرخة حجمها محترم فعلًا والسعر مناسب ومع البروموكود كان السعر عظيم.. التوصيل محتاج يبقى أسرع شوية,
كنت دايما بجيب الكباب حلة و بيطلع كويس بس اخر كام مرة كان شبه ني من جوة و من برة كله دهن,
ممتاز و اسعارة جميلة بالنسبة للمشويات جربت الكفتة و الكبدة و الفراخ ممتازين جدا,
من افضل المطاعم اللي بحبها بس مؤخرا الفراخ المشوية اكتر من مره مش مستويه من جوا,
انا طلبت فراخ مشوية وكفتة الاكل جميل جدا والدليفرى سريع والسلطات برضه طعمها حلو,
ممتاز فى كل شئ طعم جميل وتوصيل سريع قبل الوقت المحدد والديلفرى فى منتهى الذوق والأدب,
انا ادمنت المطعم ده من كتر جماله. كل حاجة معمولة صح وطعمها يجنن. جربت من عندهم الفراخ المشوية والحواوشي والمكرونة بالبشاميل والرز بالخلطة كله تحفة . اقلهم في نظري كان محشي ورق العنب بيعملوه تخين شوية والخلطة بتاعته مش كتير,
أكل جميل و مطعم جميل و دليفري رائعرظرطرتططنطممطىكذكذكذكذكذذككذكذكذككذكذككذكذمينيننينيني,
الجمعة ١٧-١-٢٠٢٠ فرع المهندسين جالنا لوسط البلد عابدين الاوردر وصل في حوالي ٥٠ دقيقة و ده وقت كويس جدا الاكل كله سخن و دي حاجة برضه كويسة جدا كنا طالبين فراخ مشوية و شعرية باللحمة و المكسرات و فلتو مشوي و ارز بالخلطة و ورق عنب الفراخ المشوية تتبيلتها...,
مطعم اكتر من ممتاز محافظ على جودة الأكل اللي بيقدمه,
الاكل ممتاز و سخن وحاجة تفتح النفس الصراحة الفراخ المشوية ممتازة الصراحة و تتبيلة ممتازة طعم و ريحة,
طلبت منهم كذا مره وكل مره بيجي بنفس المستوى الاكل جميل,
كان اول تعامل معاكم بجد الاوردر تحفة السمان المشوي تتبيلته روعة والارز كمان يارب دايما يكون المستوي بالروعة دي,
شكرا على الجودة و الخدمة المميزة. جزاكم الله خيرا..,
شكرا جدا لمطعم الدهان والعملين فيه.. ماشاء الله كويس جدا... ربنا يوفقهم ديما,
تجربة ممتازة والأكل طعمه جميل جدًا ووصلني سُخن وفي وقت قصير وبجد واضح انه مطعم محترم .. أنا طلبت كفتة وطرب وبنصح أي حد يجربهم. من فضلكم استمروا على نفس المستوى :),
سي جدا بارد والدلفري بيتاخر جدا والناس مش متعاونين نهائي اسوا مطعم واسوا ابلكيشن اول واخر مره اطلب منه,
الاكل تحفه الفراخ جميله جدا والأرز بالخلطه ماكنتش متصوره أنه حلو كده وخصوصا لما حطيت عليه سلطه الزبادي وميرسي جدا,
طلبت نص كيلو كفته .. وصل لي ناقص تمن كيلو .. هل ده طبيعي ولا ده عدم امانه بما ان الناس محدش بيشوف حاجة ؟؟!!,منتج_غير_مكتمل
المشويات حلوة وخاصة الكفته بس اشتريت طاجن مكرونة بشميل مش حلو خالص نرجو الاهتمام بالطاجن,
افشل خدمه مطعم في مصر مشفتش غباء بالشكل ده,
لي مش بيتوصله ناو ونتوه هيلاقين اني الدليفري لحد ١.٣٠,
مطاعم الدهان انضف مشويات ربنا يكرمكم يارب,
بجد الاكل كان سئ جدا جدا اولا كان بارد متلج و طبعا نتيجة لكدة كانت الكفتة مدهننة ثانيا الفراخ المشوية كانت محروقة و ناشفة و طبعا كانت متلجة بردو تجربة سيئة مش هتتكرر,
بحبه الصراحه مع ان مره بيكون حلو و مره لا بس تدبيله الفراخ مميزه ر حلوه اوي و السعر فعلا حلو بس يهتم بالجوده شويه,
الاكل كان بارد كنت طالبه كباب قطعتين كانوا عباره عن دهون بس و الممبار كان ناشف و كنت طالبه اكسترا بابا غنوج كان حامض !!! تجربه سيئه جدا جدا و هتبقي اخر مره,
Good ******************.,
مطعمي المفضل طلبت سكالوب وخضار مسلوق الطعم حلو الكميه معقوله جدا السعر كويس جدا التوصيل سريع,
كنت طالب طرب و كفتة مع الحمام بس حطتهم مع بعض عشان اصورهم فعلا طعمهم تحفة فشخ,
سيء جدا الاكل جاي بارد جدا و متبهدل في الشنطه,
سيء جدا ، لا أنصح به مطلقا ، فراخ محرووقة,
بيعجبني فيهم طريقه تقديم الأطباق والكفرات والمشويات بصفه عامه مظبوطه أوي وياريت الأستمرار بنفس الجوده ويستحقوا فعلا التقييم,
الفراخ المشوية ملسوعة (محروقة) ، ده مكنش مستواه خالص ، للأسف كسفوني,
انا مبكتبش تقييمات فحد بس حسيت من حقهم ان نقول ان الحمام بتاعهم المحشى حلو جدا و خلطته ممتازة و مفيهوش ريحة الزفارة نضيف جدا ، الفراخ المشوية جميلة ، الموزة البتلو حلوة ، الملوخية دقتها قبل كده كانت حلوة برضو بس انا عشان متعود على ملوخية البيت فبفضله...,
مطعمي المفضل اكل وسعر ومعاملة ممتاز جدا جدا,
فرع ممتاز جدا و الاكل ديما سخن و جميل و ديما اللحوم و الفراخ بتكون طازجه و فعلا يستاهل التجربة التعليق الوحيد هو زمن الطةصيل احيانا بيكون طويل و احيانا بيوصل بسرعه,
طلبت عدد 2 نصف فرحة الفراخ كانت كبيرة وكويسه بس من كل نصف فرخة علبة سلطه واحده فقط و خدمة التوصيل 13 جنيه برغم انى لا ابعد عن الدخل عدة انتى فقط,
سئ جدا الاوردر وحش اوي الفراخ كويسة الي حد ما ... طاجن اللحمة ببصل اسوأ حاجة في الدنيا عبارة عن قطعة لحم و الطاجن كله بصل بدون مبالغة اسوأ طاجن شوفته في حياتي ...لا انصح بالدهان مستواه نزل جداااا,جودة_المنتج
الفراخ المشويه جميله ومتبله كويس ، بس التسويه عاوزه تزيد شويه عشان اللحم اللي قريب من العظم مخدش التسويه الكافيه ، بس الخدمه جميله ، بالتوفيق .,
أكل تحفة بطعم بيتى والتغليف تحفة وتجربة انصحكم بيها لانى تقريبا مش بفتح منيو غير عشان اطلب من مشويات الدهان,
الفراخ كانت مش مستوية نية خالص و فيها دم,
الفراخ الشيش مش مستوية وفيها دم.. حاجة بجد سيئة جدا,
Nice......grilled chicken. Alway a favourite,
رائع جدا ممتاز لم اجد افضل من مشويات الدهان,
ورق عنب سئ جدا جدا وممبار وحش في الطعم ده شكل اكل من مكان محترم,جودة_المنتج
الفراخ التتبيلة بتاعتنا زياده عن اللزوم والاكل من بره مستوى ومن جوه ني وفي دم لدرجه ان قرفت منها وتركتها وتعبان بسبب المنظر,
سىءجدا والفراخ تتبيلتها وحشه جدا جدا وبارده مش سخنه,جودة_المنتج
تجربة الأكل كانت عظيمة جداً الفتة تحفة و الفراخ المشوية حوار ده غير إن الكوارع كانت رائعة بجد عاش جداً,
المشويات رائعه جدا والخدمة سريعة وجيدة جدا,
ممتاز جدا جدا جدا جدا بس ليه بيفتح متخرر كده بس احله الدهان بي جد,
من انصف المطاعم الي اتعاملت معاها فعلآ الأكل بيجي سخن و نضيف و معمول تحفه,
لسه واكل الاورد حالا ، بجد روعة ، بسم الله الرحمن الرحيم كده الاورد جه قبل ميعاده بنص ساعة (فرع مدينة نصر) ثانيا بقي و المهم الكباب حقيقي زبدة ، دايب جدا و طعمه حلو جدا و طعم اللحمة البلدى النضيفه اللي مستخدمينها باينة فيه و كمان مفيش قطع دهون او قطع...,
اكل رائع .. وبشكل مفاجئ برضه وصل بسرعه .. سبب ان تقييمي ٤ نجوم مش ٥ .. ان للاسف لقيت شعره ف الفته .. كانت لقطه مش حلوه .. اول مره تحصل اينعم .. بس برضه مكنش شئ كويس وكان علي وشك يطغي علي جودة الاكل,
الكفتة مش مشوية كويس والرز كبدة قليلة جدا وصلصة المكرونة خفيفة جدا لكن الطرب والريش هايلين,
الاكل محتاج يوصل اسرع بس بس الاكل الحمد لله كان كويس,
الاكل سئ جدا بارد والاستيك مش مستوى كويس اللحمة ناشفة وبيضاء من جوا والصوص مالح جدا النتيجة وجع بطنى طول اليوم آخر مرة هجيب من عندكوا اكل,
الاكل كان سئ جدا غير انه هو كان ناقص و عدم اهتمام من المطعم ، و بصراحة المنيوز اهتموا بالمشكلة احسن من اطلب بكتير,منتج_غير_مكتمل
الفراخ المشوية جميله والطخينة ممتازة بس الارز قليل شوية علي السعر,
الحواوشي رائع.. نظيف مش مزيت.. في علبة محكمة الغلق. .. و الممبار هايل و العلبة تكفي اتنين كويس لو سايد❤❤❤,
طلبت موزة ضاني مكنتش مستوية كويس وطعمها مش حلو و سعرها كبير جدا مقارنة بكمية الاكل والرز اللي كان جاي معاها,
الحواووشى تحفة..حجمه صغير شوية...بس طعمه جميل جدا..الفراخ الشيش متبلة ومستوية كويس جدا...كذا مرة اطلب الاوردر ده ويجى بنفس الطعم المتميز,
الأكل بارد واللحمة مش مستوية والسلطة بايتة الشيء الوحيد اللي كويس هو التغليف,
طلبت الاوردر 6:03 واتاخر جامد جداااا مع انهم كانو كاتبين 60 دقيقه والاوردر وصل 7:35 يعني 92 دقيقه ودا مش كويس نهائي مش هتقدرو توصلو في 60 دقيقه يبقي مكتبوش ان زمن التوصيل 60 دقيقه كنت ممكن هفضل محترم المطعم واطلب من مكان تاني حتي لو في مكالمه اعتذا...,جودة_المنتج
الدهان الاصلي فرع المهندسين-جامعه الدول --يوم الاثنين 18-11-2019 الساعه 11 الصبح طلبنا اوردر في جاردن سيتي --طاجن بطاطس باللحمه كان كويس مش مش وهمي مش متسبك حلو و البطاطس مهريه شويه و طعم الصوص مش قوي --فراخ بانيه سعرها غالي جدا بس تتبيلتها الخارجيه...,السعر
مطعم مقرف الاكل بشع والدلفري ساعتين وممكن يلغوووه وابلكيشن بشع انصحكم ب اطلب دوت كوم,
ااساندوتشات أسوأ حاجه ممكن تاكلها هناك أو حتى تطلبها اوردر انا طلبت والله العظيم ٢ساندوتش بانيه بالجبنه الموزيريلا للاسف الاوردر جالى عباره عن فراخ بانيه ملفوفه جوا عجين ومافيش ريحة الجبنه كلمتهم تفضلو مشكورين وبعتلى تقريبا نفس الساندوتشين فبجد بلاش ...,
بصراحة من احلى الاماكن اللى بناكل فيها سواء فى المطعم او دليفرى..الكباب بتلو نضيف و التسوية مظبوطة جدا الكفتة زمان كانت وحشة لكن غيرو الوصفة و بقت تحفة السلاطات كلها جميلة و المكرونة الفرن تحفة الممبار اتمنى يعملو منه مش سبايسى هو و الحواوشى لانهم ح...,جودة_المنتج
طبق ميكس جريل ب 110 تقريبا وغالي والحاجة مش مستوية وجايه باردة جدا والبطاطس مش حلوة,السعر
الدهان الاصلي فرع المهندسين-جامعه الدول --يوم الخميس 14-11-2019 الساعه 11 الصبح --جربت الملوخية باللحمه،الملوخية نفسها خفيفه و طعمها مقبول بس مش جامده يعني،اللحمه الي جواها كميتها كويسه و طعمها حلو و طريه --رز بالمكسرات طعمه عادي جدا مش مميز خالص --...,
سئ جدا، الاكل بارد جداً و البيبسي سخن و الورق الملفوف بية الاكل مبلول مياه ريحتها مش كويس ده غير انهم حرامية في الميزان غير مرشح,جودة_المنتج
طلبت منه قبل كدة نصف فرخة مشوية حواوشي ورز بسمتي...الفراخ جميلة جدا ونضيفة وتتبيلتها حلوة عجبتني جداً والحواوشي كان سخن وجميل جداً ومليان لحمة ، الرز البسمتي بس كان مجرد رز بسمتي ابيض مسلوق مكنش واو يعني كان اقل من العادي يعني بس التجربة إجمالا جميلة...,
ممتاز الاكل جيه سخن و حلو جدا و الكمية ممتازة,
الدهان الاصلي فرع المهندسين-جامعه الدول --يوم الثلاثاء 13-11-2019 الساعه 1 الظهر --جربت من عنده الفراخ المشويه المخليه الي المفروض انها مميزه جدا و تتببلتها رائعه بس للاسف مش ثابته علي مستواه مره كويسه و مره التتبيله مش حلوه انت و حظك --طاجن مكرونه ب...,
من احسن وانضف المطاعم الي ممكن تتعامل معاها انصح اي حد يتعامل معاهم احسن مطعم في مصر الاسعار ببلاش واحلي شوربه لسان شربتها في حياتي مع العلم اني طباخ تسلم يا دهان,
طلبنا سندوتشات شيش و كباب و كفتة تيك اواي و السندوتشات كانت كلها عضم من جوة. سندوتش الكباب كان محشي ريش بالعضم و الشيش و الكفتة كانه كلهم عضم برضه مش عارفه ازاي سندوتشات بيبقى جواها عضم اصلاً بس فعلياً كان خسارة فيها الفلوس و خسارة فيهم السمعة و ال...,
خدمة سيئة جدا الاكل عادي مفهوش حاجة. بس اخدو زيادة على التوصيل 13ج مع اني جمب الفرع يعني واخدين 33ج وكمان موظف التوصيل في منتهى قلت الزوق. عمال يخبط على الباب العمارة بأيده وبيسأل الشارع على اسمي في حين أن رقمي متسجل في الفاتورة معاه لدرجة ان الناس ف...,
بعد انتظار اكثر من ساعه الاقي خدمة العملاء في المطعم بيكلموني يقولولي سواق الدليڤري كمين وقفه و اخد منه الاوردر و دفعوا فلوسه و انهم ممكن يبعتوا اوردر تاني ، طبعاً رفضت لاني مش مستعد استنى ساعه تانية على الساعه و عمري ما حثق في المطعم ده تاني اصلاً,
الاكل جاي سخن وتحفه بجد تسلم ايدكواا بجد والتواصل جميل جدااا بصراحه واحترام,
الاكل طعمه مش احسن حاجة والخضار مش طازة والاوردر واصل ناقص و مش زى ما مكتوب فى الوصف خالص,منتج_غير_مكتمل
الأكل جودته محترمه جدا ومخدوم والتغليف ممتاز والطعم رائع... السلبيات كالعادة الأكل بارد شويه ومدة التوصيل 80 دقيقه ده وقت كبير جدا بالنسبة لأي شخص بيطلب دليفري حتي لو الاوردر مش كبير لكن الحقيقه الدليفري جيه قبل مايخلص الوقت ب 10 دقايق... كمجمل تقييم...,
"Very cold, slow ......................................................",
الاكل جه بارد جدا البطاطس كانت طريه و مبلوله الفراخ مشويه جامد لدرجه انها اتحرقت,
الاكل جه بسرعه بس الكفته كانت برده وطعمها مش قديم. غير طبعا مشكله الوزن طالب ١/٢ كيلو جه قرب الربع كيلو. حرام الجوده بتاعت الدهان تنزل للارض كده.. ده كان احسن مطعم كباب في التجمع ...,
الاكل وهمي والدقه ف ااتوصيل والاكل في منتهي النضافه,
مطعمي المفضل دقه في المواعيد طعم جيد كميه معقوله سعر مناسب وكمان تخفيض ٤٠%,
طلبت حمام كان سيئ جدااا فوف الوصف ونص الرز معجن ولونه ابيض وباقى الرز محمر ومش معجن فى نفس الحمامه !! اعتقد بسبب انى طلبت بكود خصم .. لأننا قبلها بأيام طلبناه فى فرع الرحاب فى الفود كورت وكان هايل جدا راجعوهم فالكلام ده ليه بالخصم بيبعتو اكل سئ .. ل...,
اسواء تجربة اكل في حياتي....... الفراخ نيه و عليها التتبيله بتاعتها حاجه قمه في القرف كل ده علشان طالب ب برومو كود حاجه زي القرف,
طلبت حواوشى كان سئ جدا جدا جدا لدرجة انى كرهت اكل الدهان كله ريحته كانت بشعة وطعمة ابشع و نى اصلا كمان رميته كله,
انا بطلب علطول نصف فرخة مسحب. هااااايل لا تسلم ايديكو,
خدمه ممتازه جدا واشكرهم جدا على التعاون الرائع,
الوزن اقل من المطلوب بكثير .. رجاء من من يقوم بالشراء التأكد من الوزن .. سرقه علنى ولن اقوم بتكرار التجربه,
الاكل ممتاز والتوصيل قبل المعاد المحشى والكفته,
بصراحه طلبت فراخ مشويه منهم كذا مره طعمهم تحفه و سخن وجميل و متحدق حلو اوي,
ممتاز سواء صالة او توصيل شكرا لكل العاملين,
بصراحه الاكل طعمه حلو خصوصا الموزه البتلو طبق اكثر من رائع...,
كل شكر وتقدير المطعم والمنيو بجد الناس محترمه اقدرو الطلب بتاعي في المعاد بظبط والجو والمطر والرجل للي جايه في المطر شكراً ليك وشكراً جزيلاً برنامج المنيو,
الاوردر بقاله ثلاثة ساعات ونصف ولم يصل حتي الآن هل هذا حلال ام حرام سوف اتصل بمطعم آخر يحترم الزبائن,
الاوردر وصل متاخر و اطباق الممبار كان نصفهم فاضي و عند وزنه وجدت انه لا يكمل ١٥٠ جرام و ليس ٢٥٠ جرام كما كان العادة فمن الواضح ان هناك سرقه تحدث,
طلبنا سمان مشوي جالنا سمان محروق وناشف وحالته بالبلا! بالرغم من اننا كتبنا في الملاحظات تنبيه انه مايكونش ناشف زي اخر مرة. فجالنا اكثر جفافا!!!! سىء جدا الحواوشي حلو,
