comment,complaint_cluster
The food are so cold and too late and it was very bad experience,
"my order came 45 minutes late, the food came super cold and also missing the extra sauce i ordered!",
Cola was missing and they refused to send it as it was last order!!,
"fries were small , and I ordered Large",
The driver late for 1 hour and after this the order is wrong !!,
Didnt get my sauce,
Late delivery No buffalo sauce came with the lettuce wrap however it is said in the menu it comes with buffalo sauce cup The fresh orange juice was changed by a pure juhayna apple juice without even asking!!! No tissues no forks or spoons !! No Ke...,Delivery
Zefttttt sandwich bayzzzz,
"the food was really so delicious, never had a sandwich much better than this tbh i loved it 💗💗💗",
I did not receive my cheese sauce,
Missing apple pie,
Blue cheese sauce is not good and very salty,
The portion was good but we need more fries for the prices,
"fries were unseasoned & tasted disgusting, and the wings were GROSS",
The wings came plain without Buffalo sauce or any other dipping sauce..I'm disappointed in the food :((,
Lettuce sandwich was very bad and messy,
"Delicious food , fast delivery , it was perfect ❤️",
It was great. Every bite was awesome.,
Late one do late and the food is cold though,
Didn’t receive a Buffalo sauce with the wings,
I’ve received a wrong item,Wrong_item
Delicious,
Cold and fries not fresh,
The delivery was late for 2 hours and the food was very cold and the sandwich was not good at all . Really a bad experience and I’m so disappointed,Delivery
"The food was great and taste really delicious.. I will order again for sure .. clean , hot and portions are great.. thank you",
"ETA was 12:47 Received my order 2:15 Food was obviously cold Delivery guy seemed overwhelmed with orders, restaurant assigned too many orders for the delivery guy to deliver on one take",
the order came 30 minutes late and i let it go but it also came cold and the burger was burnt. very unacceptable,
Different from described Never seen a burger so thin,
The order late and was very cold,
They took one an half hour to prepare my order,
Delivery was good,
Delicious but was not hot,
Bacon had a lot of chewing fat had to cut and throw it away also the sauce did not come with the order and no plastic gloves or tissues,
I didnt receive the order because the delivery guy called me to tell me that he had an accident,
"Cold food, missing items, and way too late + no help from the app",Missed_item
Application optimized No bugs or errors Better experience than talabat,
the salad had hair on it!!,
"This is not the usual quality, very bad. Cheese tastes different and texture is not usual and sauce was oily.",
There was no greens. No tomato. Just burger cheese and chicken nothing else.,
Very bad and cold,
I received only one small cocacola,
Bbq sauce was the there,
Order came missing items ordered 2 double trouble and a combo and only received 3 colas and fries,Missed_item
Slightly overpriced but good quality food.,price
Late delivery and the fries was soo bad,Delivery
"I ordered many times before, but yesterday’s order was terrible and caused me stomach pain although I only had two bites then threw the rest away!!!",
Bad sandwich,
"The order arrived 20 mins late from iftar time not before as requested and the fries was super cold and soggy , the sandwiches were cold . Really bad experience",
"Taste was so poor and so was the sandwich, and was cold",
Good and very fast driver is extremely kind,
My order was missing one Cola😢,
Very decent driver❤️,
"i ordered it to be on iftar , and it came before it with hour and a half",
Very good and on time,
The food is awful,
"this used to be my favorite burger joint but not anymore, since Buffalo Burger decided to do a cheap move and save on packaging by adding their lettuce, tomato and onions to the sandwich instead of serving the condiments separately as they always did...",
"Taste was not as expected , also arrived 40 mins early before Iftar",
Cold food.,
Missing 2 diablo fries,
Found hair in the food,
Taste not good,
"Driver was friendly and respectful, food was really good but the fries were really hard and didn’t like it at all",
Missing Coca Cola can,
Delivered after 2.5 hours,
"Excellent food, high quality, distinct taste, thank you 🌹👍🏻",
Bad delivery,
Food tasted good but wasn’t warm,
Too much time to come,
Late delving,
Bad delivery time on the other hand the food was so good,
sandwich wasn't good .... bad experience although i know buffalo is a good restaurant,
Sandwich wasnt served well,
very bad french fries,
Fries were not in a good quality and not fresh Sandwich was a little bit burned,
Taste is not good,
French fries was coldd 👎,
I ordered a cocalcola machine but it I received a bottle and the box of tomatoes and onions is missed,
The meat was super fat. They have changed the patty to make it cheaper to produce.,
Diablo fries is very bad this time not as usual,
Very late delivery more than 2 hours,Delivery
Very few Fries as in kids meal😒,
Moldy cheese,
Very nice driver and delicious food,
No fork to eat the coleslaw,
Wrong sauce,
Fine trial,
My special request wasn’t met,
I ordered a sauce and it didn’t came with order,
"High quality, hot and delicious Buffalo is getting better",
I ordered a cheesy fries and it didn’t arrive,
Very cold fries,
WHERE IS MY SAUCE I ORDERED SAUCE AND PAYED FOR IT AND DIDN’T RECEIVE IT,
It was not fresh,
I was missing an apple pie,
Very Low quality . Less than standard Fries were very bad Bread was watery 🥴🥴,Quality
Polite & helpful delivery man,
The bacon tasted so bad i had to remove it,
It was missing the extra salad,
The chicken wings was raw,
Quality not like before unfortunately,
The chicken wings weren’t so good,
"the food was incredibly amazing as usual and as expected, i loved it",
One of the burger patties were uncooked throughly and we we’re basically eating raw meat,
Apple pie is missing,
Chicken wings with no buffalo sous,
It was missing the external salad extras and there was a sprite requested replaced by a coca cola,
Missing item that I already paid for and this is not the first time.,Missed_item
Magabosh gloves ma3 el order,
"Very late delivery , cold food",Delivery
The coca cola isn’t cold!!!,
"the food was great, tasted good as well thanks for this service 🤍",
The whole order is very good but the fries was horrible,
Two wrong items,Wrong_item
Food is not hot,
The order never arrived,Delivery
no sauce,
Pepsi was missed,
I wanna know why the tomatoes and onions didn’t come separately as used to be,
I paid extra 20 egp to mae the order 200 gm and i recive it 150 gm,
It comes wihtout ketchup and its resturant fault,
The ranch sauce was expired !!!!.. the Fries are too bad,
got food poisoning!!,
I ordered thousand island sauce and got ranch instead and it’s not the first time,
I wrote that i didn’t want pickles and tomatoes but they came with them,
"The burgers were great as usual. And the cheesy fries were nice. But the onion rings had no taste, large and hard to eat. The delivery guy also had an altitude but okay.",
Meat smells bad and quality of food is really bad,
It was horrible very bad and very cold and the carrier called many times and go to many wrong buildings before coming to me,
Late order with missing items,Missed_item
Water bottle didn’t came with order,
Sandwiches and potatoes weren’t the same as expected from Buffalo Burger. And the sprite bottle one of them wasn’t closed good.,
I threw up from the order,
I didn’t have my drink and my fries I ordered combo and i spend the extra money and didn’t get my order,
The fries were not good enough ﮼ but the sandwiches were amazing as usual.,
Offers,
Taste was not good,
Food was so cold,
greatness,
ThNk you,
Chicken wasnt cooked well,
Missing sauce burger was dry,
"most importantly why i’m giving a 5 star rating is because they listened to the special requests, on the talabat app they never listen but when i received my order from the elmenus app, the special requests delivered.",
The sandwich is good but the juice is +1 month produced so its taste sucks,
I’m still waiting my order,
The food was amazing and the delivery was fast,
Cold food The restaurant was not ready to resend the order in a good condition and hot . They rejected and blamed the delivery person,
delicious food,
The wrap paper smelled horrible,
Missing fries Missing cola,
Taste was very good but it caused my severe stomach ache,
Food came cold ( Sandwich and fries) and the customer service said thanks for your comment we will make sure this doesn’t happen again! Totally disappointing service.. this never happen at Talabat or other apps.. but seems here its normal.,
Fascinating quality and taste and delivery time was great,
Jalapeño sticks were literally empty. Just the fried outer crust with no filling.,
"They forgot the little package that has the gloves , ketchup and napkin , they didn’t leave the veggies in a separate package like usual but instead added them to the sandwich",
Without vegetables,
Potatoes not good,
Delivery was late took over an hour but food quality was good especially chicken strips,Delivery
Taste not as expected,
Sandwich arrived wrong not what I ordered and it was cold,Wrong_item
"It was so bad , as the bread wasn’t fresh at all and the fries was really bad",
"It was not cooked well , side items missing",
I received a fork and a spork instead of fork and knife,
Missing kids meal,
it was very cold,
Very Good,
"I ordered and paid for a coleslaw as a side dish, and it wasn’t delivered",
Wrong order,
For the second time they forgot to put box with the lettuce Tomatoes and Pickles!! This is very disappointing. But the Delivery guy was nice and the food came hot.,
"The chicken in the sandwich was frozen and not done, very very bad. It was raw chicken حاجة مقرفة",
Arrived quickly and relatively hot considering the cold weather and clean food,
I had severe diarrhea after eating the burger sandwiches and it was a very bad experience,
Packaging wasn't good,
"I need someone to contact me, there was 2 missed sandwiches from my last order and it was yesterday!!!!",
Please contact me I’ve a problem with my order There’s a missed sandwich!!!,
There’s wrong with our order And the order takes too long time to arrive,
The food was cold and the order took 1 h longer than estimated time,
And it was cold,
I ordered buster chicken and I got Cholo’s,
The worst time ! Fries super cold and almost no mushroom in the sandwich and cola very hot Extremely BAD meal but I didn’t have time for the returns if I opened it before paying I would never pay or take it,
The burger came without vegetables and 30 minutes late !!! Very bad experience,
The beeg was bad this time,
Order is very cold and not fresh,
worst food ever terrible experience taste so bad and cold,
"Worst buffalo sandwich I have ever try , cold and testy less",
"It came cold , not fresh at all , fries as well wasn’t fresh so soft & cold, they forgot to put the separate salads boxes like usual not mentioning i confirmed with orange juice then they call me to say its not available!!",
There is one sandwich missing,
Excellent service,
"I ordered cheddar cheese sauce and didn’t receive it, fries so cold, sandwich was okay",
Very cold and not fresh food,
Food was cold and disgusting,
"Food was cold, fries was very bad",
my order misses one cola bottle and the service is very bad,
Driver attitude,
Late food,
Bread was not fresh Too much mayonnaise Cold food,
there’s no pepsi or thousand island cup and i ordered them both,
Missing item in the order,Missed_item
Amazing and polite,
The order came 15 minutes later than estimated delivery time. The package was open which means the food might have been touched by the driver or contaminated in some way. The food was not hot! Disappointment,
The best jalapeño beef fried in life,
Really awfull,
Found hair in the sandwich,
Food poisoning,
"Food was perfect and the driver was so decent , prompt this guy !!",
Burger was tasteless,
missing sauce,
amazing food,
Fast delivery and delicious food,
I ordered charbroiled BBQ and I received cholo’s…,
Order sent with no vegetables with it,
"The order missing 1 orange juice. The fried buffalo wings with no buffalo sauce, cold and no taste",
The order was 1 hour late and the food was soo cold even tho we are 10-12 mins away from the restaurant,
Great,
fries wasn’t fresh and cold,
Food was a little cold and late delivery,Delivery
It took 3 hours to deliver the order?,
I did the order 3 times and you guys canceled the order all those times because you didn’t have the sandwich available. Then when I got the order it was wrong but I had to eat it as I didn’t have any food. And the charges me more.,
"I've been hesitant to deal with Buffalo since forever, but since I did; I don't regret it. Their Charbroiled Burger is top notch, and the offers make it even more worth it. All has been great with this chain. However, my only dissatisfaction would be...",
"The food was awful and it was cold, the beef was undercooked....",
You amazing when ate the burger buffalo But i loved say thank you so much menus,
I received another sandwich lower in price and i spent same amount of money they called me first but I thought they gonne deduct the difference between the two sandwiches prices,
Food needs to be hotter,
The fries was burned I ordered a specific beverage it cane wrong And the taste of the food was not good honestly,
It was delicious but needs to be hotter next time 😋,
I ordered a sauce that didn’t come with the order,
Didn’t send the sandwich veggies,
Quality and taste + order missing the sauce,
The order was cold,
"Driver was so nice, the food was amazing",
I ordered a Cholo’s sandwich & I received another sandwich but I eat it because I was very hungry & the order was late ..,
The wings were not well cooked,
I asked for diet Drinks & I received regular Drinks,
Cold onion rings & no thousand islands sauce,
Fries not salty and cold,
best burger in town ...a place you could trust,
Food tasted expired,
Missing vegetables with burger for 2nd time,
very very bad. food is cold. extra fees charged without any reason. delivery fees is 27 EGP and I live in front of the restaurant.,
"Worst thing i’ve eaten , too oily , it’s like home made strips sandwich and even a home made sandwich is better",
Very Late delivery as I wasn’t expecting to get the order after 95 minutes which is extremely disappointing and unprofessional since i live 5 mins away from the restaurant,Delivery
Didn’t receive it,
No sauce,
Order is missing a sandwich and the support is not working i cant reach to anyone,Defective
Add more pickles,
The driver was friendly,
Cold and not hot,
Sucks,
The buffalo wings are just wingss !! No smell of buffalo,
Better than others could say not bad,
Wan’t hot enough,
"For the second time, I recieved cola instead of fanta!",
Literally amazing,
Bad packaging,
Food wasn’t as hot and fresh as expected,
I find that the portions for the french fies could be langer.,
Food wasn’t as last time in quality. Driver forgot change and pepsi.. he had to return couple of times.,
The food is very cold,
"The vegetables tasted absolutely disgusting, especially the pickles and the tomatoes.",
mozzarella sticks was so bad I can't eat,
There was no cheese in the sandwich just burgers and sauce,
The driver was very polite and helpful,
Very fast delivery,
The fries was cold,
There is a sandwich came wrong in my order mind you i paid extra fees for it!!!!!,
"Order missing tomato and onion, pickles for both sandwiches",
Cola was to hot to drink,
"Fanta orange is without soda , how come !",
The thousand islands dip didn't come,
It came as great as the photos but the pepsi is so small!!!,
we got totally wrong order. it was cold and no lettuce and tomato in a box.,
Chicken wings is so so so bad ☹️,
very good Quality … above expectations,
I got my order after 2 hours and halfffff 😡😡😡😡😡,
The beef burger was uncooked and raw this is not acceptable I need you either to refund me or I will contact my bank and cancel the transaction,
The order was not hot,
Not as expected,
I didn’t evenn receive the order !!!!!!! And no one is answering me from the support veryyy badddd service,
there was no buffalo wings but i was charged for them,
Missing ranch sauce cup😔,
Veryyyy bad experience msh hakararha Got me sick😰,
I didnt get the extra sauces i ordered and paid for,
Didn’t receive my change,
Very little mushrooms!,
Terrible fries,
Missing sandwich from the 4 in the box offer,
"The order was so bad , it was cold & missing the tomato ,onions & lettuce box comes with it every-time",
There’s no sauce in the order i received !!,
El akl kan to7faa wel driver sare3 as always,
No sauces with the order,
It was cold,
There was too much BBQ sauce in the sandwich (too salty),
fries wasn't as expected..,
Not the usual quality from buffalo burger,
So bad,
Chicken in the sandwich is raw,
"Cheese fries not good enough and potatoes not fried too as I have,,,,,",
the special request was ignored,
The special request was ignored,
poor,
"The elements are missing ,and it’s not the first time",
"Expired orange juice and cold food and delivery, extremely unpleasant experience, never again",
"Food it self was good, but it was cold",
Delicious food like it,
It was horrible taste the bread wasnt fresh at all and they forget to add the small box with tomato and beckles one of the worst times i had,
taste becomes very bad,
very good,
Missing items,Missed_item
Was so bad 👎 worst time,
The food is too cold as menu call centre calls me to reorder my order because the restaurant forget to give the delivery my order so my order was hulk but I received order hulk and too cold with too many oil very very bad experience from elmenus and ...,
It was perfecttttt,
"After waiting for more than 2hours they cancelled my order , ever time I order from Buffalo burger it’s late or just cancelled after they passed the eta of delivery",
We asked for one cola can and other bottle and we received two bottle,
All the food was cold,
"Delicious, just a little bit expensive",price
But the food always comes a little bit cold,
Very salty,
I just received cocoa instead of Fanta!,
Cold order,
Took a very long time and was a bit bland,
"Buffalo’s quality used to be much better , i dont know why they removed the vegetables pack from the order and the burger patty used to be more juicy and tasty",
Order is cold,
Incomplete order,Missed_item
Wrong order one sandwich missing,
i payed for bbq and ranch sauces no one contacted me that they’re not available and i got the thousands island instead 😀 not to mention i didn’t get my veggies this time..,
Fries were cold,
New cool experience. Not your regular burger. Must try. Heavenly dedicated.,
The sandwich have no taste even the proportions is very good,
Missing items Missing cola,Missed_item
Was cold,
"The food was really delicious as usual, they never disappoint me! But the only thing the food was cold, although the restaurant is really nearby (2mins away from home)",
I order was wrong,
I did not get the drink with my order,
"Was not hot though we are just behind the branch, fries was LITERALLY HALF of the box Bacon was a little slice and few mushroom s not like we used to get it",
"Burger and fries were cold and they didn’t send the salad boxes. There were no covers, gloves and ketchup.",
The food is cold,
The order was sooo late and was delivered cold and the bread and fries weren’t fresh. Actually it is my first time to get unsatisfied from Buffalo burger,
"Chicken size small and not crispy and not tasty tastes like panee,i ordered 2 sprite and 1 cola i got 3 colas,And the vegetables of the sandwich I didn’t received it with the sandwiches",
Order came without cola or sauce i payed for,
Bad french fries,
Chicken cholo was very bad “not well done”,
"Food was good, but wasn’t hot enough",
Driver was a very honest person.,
"The food is cold, the sauce cup is wrong, the ketchup mini bags are DIRTY!!? What the hell?",
Very very very bad! Bb,
I didnot receive the soda drinks that i ordered and i was clear 2 sprite and i received 2 cocacola,
Burger was so stiff and not tasty at all,
There is no sauce in the order,
But the food was kinda cold,
Little bbq sauce and no onions,
"Cheesy fries was perfect , Coleslaw not the best.",
I got sick because of the food,
Burger is very dry,
Very small portions,
There is missing sauce And no single ketchup packet,
I didn’t receive the order!,
Excellent food quality and delivery time👌😊,
I ordered 2 sandwiches and it came with only 1 vegetables box,
"I ordered a buster Chicken, the sandwich was half empty with only one small piece of chicken",
Cold fries,
The sauce didn’t even arrive to me and the food was cold,
Didn’t come with fun bag though but food quality great,
The delivery guy stole a bottle of cola from the order,
The bacon was not cooked very well,
Burger is so yummy but fries need to be more tasty,
Its awesome,
"The bacon was absolutely disgusting and inedible . it literally tasted like plastic, we threw it away. Disappointed in Buffalo burger",
The thousand island sauce didn’t came with the order,
Missing salad and sauces,
Delivery was excellent and the driver is very decent and polite,
The worst chicken sandwich and fries,
Burger was awful,
Tomato lettuce onion was forgotten for the sandwich And the portion of onion rings is very little,
Was amazing,
burger was burnt from sides overall smells burnt,
Tasty fresh & hot ...shorouk branch,
"special requests always ignored, taste and portions are less than expected",
My order was missing an item and they told me they will send it and they didn’t,
"Fast delivery but order is missing lettuce, tomatoes,and onions.",
The sauces was not matching with the wings or even the onion rings… The wings has nothing special as I expected to be buffalo wings dipped with its sauce (the option in the menu is not clear need to be more detailed),
Order received not all items!,
i think there must be an option for smashed burger,
The food was so cold and the fries weren’t seasoned at all,
The chicken sandwich was awful and I throw it in the basket,
"food was cold and so bad, fries was cold and not fresh, cheddar sauce was awful, very bad experience.",
I need someone to call me Right now! Worst app ever,
Beef bacon was kinda raw,
Cold bad fries and warm almost cold sandwich i ordered the old school they forgot to add the packet of fresh vegetable sides with my order so the sandwich tasted so dry since it had less sauce too … not the best order,
"Very bad quality, zero taste i waste my money on this order",Quality
Very bad fries that cannot be even tasted-the sauce was missing,
"i ordered chicken sandwich combo and while eating I found inside the chicken strips black lines in it , I don't what it was it might have been worms , i am totally disgusted by the food and if i could file a complain i would like to. ahly club branch",
Missing thousand island sauce or even ketchup,
Potatoes are very bad and not well done,
The portions were huge and the packaging was awesome! Definitely will order again😍,
The delivery charged me for extra and I didn’t receive the right order,
"My order was great 👌 Fresh , quality food and portions",
"Fries is not fried well, also the sandwich was cold , iam very disappointed!!!",
The cholo’s chicken sandwich was just chicken and cheese with no jalapeños and tere was no lettuce in the box,
soft drinks not optional,
Fries didn’t arrive,
potato was cold,
Coca Cola is very hot 🥵 for the third time,
Didn't get the Thousand Island sauce,
one pepsi was missed from order and was in the receipt,
"The wings wasn’t surved with the spicy sauce Also the burger wasn’t surved with tomato,onions or lettuce. Very bad experience.",
The order arrived very late,
"Cold food, warm drinks👎🏼",
the food was literally below average and also they wrote that the wings had buffalo sauce but they were plain and the worst i've eaten a long while ago,
"my order came missing the desert that I have paid for. I tried contacting the support, but the feature was not working. Called the delivery, he said that it wasn't his fault and the restaurant didn't give him the desert and there was no support numbe",Defective
"Cold food, unsalted and undercooked fries, burger was dry and assembled poorly",
I did not receive the sauce and The order delayed too much,Delivery
"Sandwich was missing lettuce, the diablo fries weren’t fresh.",
No lettuce with burger. No BBQ sauce with onion rings Terrible experience. Never again!!!,
This branch is the BEST in nasr city well served 🥰,
Not delivered yet,Delivery
wrong order,
lots of things were missing and replaced with other products,
my chicken wings came without sauce food wasn't hot,
The food could be better,
"Add extra fees for fries which i used to order, menu’s agent told me order price and the order came with higher price, the sandwich wasn’t juicy and tasteless with nearly 1 gm sauce which was not expected from buffalo burger at all.. I think buffal...",
it took too long !!!,Delivery
"this menu support to have fun bag, but it didn't come with. why?",
But very expensive,price
I did not receive the order.,
bacon mushroom jack is dryyy,
They bring my food without the sauce I ordered,
"Missing drink and sauces where not correct, late delivery",Delivery
"I don’t know what happened exactly, but in forty minutes after estimated time I got a call from BB with excuses because a delivery guy had lost. And they suggested me to wait before new order would be ready for delivery ( I had no time to cook someth...",
was perfect,
it was cold,
Fried buffalo wings smells so bad !!!!,
Order cold,
they said they don't deliver to my area and cancelled the order,
they charge you foe Diablo fries but never actually deliver it,
"super slow delivery took more than an hour while the restaurant is 15 mins away from home, however food is the best :)",Delivery
Cocaclo was very hot,
It was late which caused the food to be cold,
I got my order wrong,
burger is not pure beef it is like the ones sold within supermarkets,
Plastic inside the sandwich,
"Order not the same every single time i order it, as it was missing items like the salad and cleaning tissue, burger wasn't deep grilled and tasted different this time due to too much sauce and not well cooked. sad bad experience this time. too bad!",Missed_item
The sauce didn’t came!,
perfect except I had barbecue sauce instead of thousands island,
my order was 200 g grungy and got 150 gm,
the food was too cold and da pack of fries was nearly empty .its my first time to order and it will be the last,
Good was great but we didnt receive gloves,
I received a really hot cola !!,
"The order took too much time to be prepared, the delivery took too much time while the branch is 7 minutes away from home",
"I was given bbq sauce and not charged for it , so thank you and i will pay for it at their branch soon. Wonderful experience",
I received only one coca instead of 2 potteles as mentioned,
order game late 45 min and came missing tomato and lettuce,
"thank you so much for the food quality, came fresh and hot also the fun bag is modern and beautiful",
It was good just the beef was VERY strong and the smell stuck with me all week,
"Everything were perfect quality, and time 👍",
too much I paid for just one sandwich,
"it was a good burger, not much else to say",
I have missing item and no number to call 😡👎🏻,Missed_item
I ordered 2 coca. 1 sprite and 1 orange I got 4 coca. pls do read the order!!,
I was poisoned,
Not expecting,
Driver was really nice!,
The were excellent,
the chicken was not fresh at all and was chewy,
"I ordered chicken fingers, it was not cooked all the way through and smelled like uncooked eggs, been a long time customer but food recently was bad probably won't order for a while",
Taste very good,
Good food and service,
The sandwich has cheese n pickles which I did not order please replace the whole order,
Below average,
thank you,
1000 islands sauce was delivered instead and fries was old,
Not fresh,
The order delivered to me was cold and of bad quality The vegetables used on the sandwich are of bad quality too And i didn't expect that from a big restaurant like buffalo burger,Quality
"Order arrived very late and cold. Charboiled bbq was missing alot of stuff, ot was basically plain burger with bbq sauce. Also my order had 2 colacola and i got sprites. Very terrible experience.",
the food take a very long time to be delivered and it was not the drivers mistake i call him and he was in the restaurant but the food was not finished even after an hour passed and this is the second time to make complaint about buffalo burger,
Bread and fries aren’t fresh,
This is my worst order and my last one from you,
"please make delivery to be more fast,cuz it's very long",
Fries missed in compo order,
Arrived on time and was really good,
"Awesome, the fries should be larger though..",
the sandwiches were great the fries were awful,
Buffalo wings came without any sauce!,
Really good,
I didn’t receive Coca-Cola,
I did not receive the drink The driver said that the restaurant did not give it to him,
Very good food,
Gamed gamed neik bas el sandwich byetzahl2,
"It was a A Okay, the speed, packaging and taste, the fries should be larger and the the onion should have been a lill more..",
Disgusting gave it to the cat,
"The food was cold, fries were very oily",
Cole slaw came without fork or spoon,
The order was without the fries and drink. So it had missing items I reckon!! But the sandwich was so tasty and fresh.. The salad was amazing!!,Missed_item
Ingredients of the sandwich were not inside it but in an external box to make the sandwich more fresh. I really liked its taste and the coverage of the whole order. Food was fast and hot.,
Its frozen patty,
I received the 2 fries half the packet,
The delivery was so decent,
it's very good and the food is so dishes 💗💗,
"Perfect, thank you",
Bad fries … was cold and soggy!!! Burger low quality not as each time,Quality
late i waited fo 3 hours and the food got cold so i won't used this application again,
Package was open and as usual delivery keeps denying that he has money change to take more money for no reason,
the sandwich and the fries were cold and not fresh,
very nice food,
Wings without buffalo sauce !!,
fries were cold and very bad quality,Quality
The burger was chewy and alittle burnt,
"I wish I could give you a zero star , after two hours waiting my order , the restaurant is asking my confirmation to start preparing my order .",
Fries was’t good and sandwich wasn’t fresh,
Order delivered late,
"Came on time, sandwiches were fine. Cheesy fries were horrible! Old, burned and oily!",
One of order came without comp fries and coca,
It was missing the 7 up can,
"Late delivery, driver marker him self at the restaurant and was not, did not pick the order till I called him, after failing to reach an y support, and because of the lateness the order was cold. and when tried reaching support, was notified that wil...",Delivery
I ordered beef but I got chicken,
It was very good. The order arrived hot and everything was so fresh 👍🏻,
you forgot the vegetables,
sandwich came so cold and was so messy and the quality wasn't the best,
Very poor souce,
lettuce is bad quality,Quality
they forgot the ranch sauce I paid for and the sandwich was ok but had too much bbq sauce that it had no taste other than bbq,
didn't arrive at all,
"very small , but good taste , quick delivery",
Not good,
"Food was delicious, but it came cold.",
Fries is missing!!,
Good quality of food,
Cholo chicken was awful the chicken was not cook enough,
fries was mainly black and too small quantity for the packet,
The fries was too salty but the food was good,
Well done,
Very expensive,price
Wonderful,
I didnt reciever my full order,
Food was awful,
The fries were a little cold though.,
food was cold and dry,
food very cold special potatoes,
I ordered barbecue sauce and it didn't come with the order,
"order received incorrectly. no salads for sandwiches, no soft drink, no cutlery!!!",
I did not receive the bsf buffalo wings. I got a wrong Sandwich,
coca was open french fries is à very very little portion,
No Salad sent with the order,
"wrong order, to correct it, it took 2 and half hours",
Didn’t like food quality,
Fries was bad and not hot,
Missing sandwich,
Food was really small,
The sandwich was delicious,
Cola instead of fanta,
it's fine but i ordered it chicken it came beef so ???,
Had one wrong side but other wise A1,
I received cola instead of sprite,
Orange juice was so bad,
The order was very late and the customer support was not answering for the (where is my order) option and it didn’t connect me with a real person until i chose i have a compliant,
Buffalo burger is amazing but this branch not as good as other branches,
Late delivery and missing the coke,Delivery
it's a very very bad experience the beef was so bad and I've been vomiting science yesterday,
it was so cold,
"Food was very late and cold , delivery boy said he has many orders … i think this is not an excuse to eat cold burger",
"That’s the worst burger sandwich I’ve ever had. Taste is so bland, mushrooms were too stale, and the sauce was just too runny. The patty also tasted like it has been cooked right from the freezer and it fresh at all. Fries were mostly burnt too. Neve...",
"the worst packaging , sprite was missed and the bag was flooded with water",
Thank u,
Gamed saraha thank you 🤭,
Wings came without sauce and restaurant didn’t pick it up and refund me as promised.,
The order didn’t contain the vegetables served with the sandwiches and they didn’t put ketchup.,
i didnt reach the coleslow salad and i paid for it,
I received a totally wrong order,
as usaual the fries was missing 😏,
It wasnt spice but its okay the sauce was good,
Coleslaw was missing (not delivered) Fries were stale.,Delivery
Worst Very Bad LATE,
Delivery man was very rude he asked me to come and get the food from the street and refused to go up,
they didn't put the 1000 island sauce and the sandwich wasn't as usual,
Very good driver,
Delivery is hilarious,
very good ☺️ the only thing I don't like is the skinny fries 🍟,
Quality was very bad not as usual fries was so cold and wet,
I ordered directly through their website. The order was where I work in Mall of Arabia which I usually do with no problem but: 1- The customer service called me saying that the driver cannot enter and that I should go outside to take the order 2- He ...,
The fires was uncocked and so cold,
No Bread,
The fries is not fresh,
the juice wasn't fresh and it didn't taste good and I found a dead fly on the bottle😑,
not well tasty as usual,
Burger is burnt and fries is cold,
"fries not fresh, rough and doesn't taste good like the usual",
fries were too small and the bag was unpacked,
El chicken w7ish aweeeeeeeeee bgd,
very bad fries,
The paying was unclear,
Fries was little and cold,
The food came so hot and very very good the cheese sauce is not good at all we didnt like it The fries portions is small even though its the large size but the sandwitches were hot and juicy and big '200gm',
The orange juice is expired,
The bacon mushroom jack was missing both of the bacon and the mushrooms,
The meal didn't arrive with utensils just some tissues which is very odd for buffalo as it's not my first order,
the meat has a strange and bad taste !!! ana after taste,
late delivery,Delivery
Food was hot and fresh,
"One Sandwich is Different than ordered. Also no salad provided I.e tomato, onion, lutes.",
The food tasted horrible,
Add,
very great and delicious,
Fries was very baaaad Sandwich nice 💜,
The fries came in half empty.,
Food was late,
missing items from order,Missed_item
Everything was fresh and delicious,
very tasty,
"Usually, when I order rastafari chicken, there would be two tall jalapeño bites covering all the sandwich, this time there were only two Very small ones, I barely saw them, they weren’t even clear in the taste, the whole order was poorly prepped. And...",
Coleslaw dropped in the bag as the box was not sealed well,
Bad curly fries,
I don’t receive the ranch sauce,
Didn’t even recieve the order,
the meat tasted artificial and was as dry as an old piece of a lifeless wood.,
"I didn't get all items, I requested at the same time.",
This is one of the worsttttt places to eat burgers from ! The patty is definitely less than 150Gm *not there usual * and the patty is burnt and hard to bite it! And when i called them they told me to press number 3 to talk to customer service and i'v...,
sandwich is cold fried is terribly bad.,
The driver opened my order and stole some of my order and i had gone to buffalo burger store and redeem my order,
terrible didnt even come,
The sandwiches weren't labeled,
It takes 30 mins over the estimated time,
thr fries were cold and not crunchy the burger meat was not good quality,
The lettuce wrap is really bad and difficult to eat,
The behavior of the driver is excellent,
the chicken strips were so dry,
sald with onion and my request was no onion at all,
"This is not my first time ordering from Buffalo Burger but my latest order was extremely disappointing and dissatisfying, the burger was very dry and burnt and the ingredients were very off and bland, the fries portion was smaller than usual.",
1:30 waiting order and finally its cold,
the delivery was too late,
Why you always forget the fresh salad???,
Didn't receive salad,
He was rude,
good driver,
Amenities such buffalo gloves were not included Only one garnish box was received I order Coke Zero and received regular Coke,
"not as written that the fries is large, the half of the pack is empty",
"Food was really bad. burger has a wrong texture and kind of too sweet. chicken fingers were poorly fried , one i believe was undercooked i had to spit it out. very disappointing!",
Delay delivery,
"was late, cold and the potatos was half the packet",
One of them not similar to my choice,
Missing 2 thousand island sauce,
very late delivery,Delivery
Food was too cold taste was great as usual,
Moderate,
fries was very bad,
onion rings were great. way better than before,
Great stuff. order from here around the afternoon otherwise the food quality decreases considerably 😄,
