comment,complaint_cluster
The order was very cold and the taste was not good,wrong_temperature
food arrived cold,wrong_temperature
"Very very cold order & no packaging for the sandwich or fries , i waited very long to receive a very cold low quality order",wrong_temperature
The fries was so bad,
The food was cold,wrong_temperature
The sandwich wasn't tasty as usual and the service was bad,
waiting order for one hour and became wrong twice bad serviecs,
Very bad experience,
One hour late delivery and food was cold,wrong_temperature order_delay
"I was asked to pay again even though I’ve already paid online, the salad I ordered was spilled in the paper bag and the extra bacon I asked for was not added to the sandwich all in all , worst customer support ever",bad_packaging
Food tastes so good but arrived late and cold,wrong_temperature order_delay
The word cold is nothing to the sandwich i have received,wrong_temperature
"The food was so late and literally cold, two hours after the estimated delivery time of an hour, so three hours spent waiting for this cold useless meal. Absolutely unacceptable. Customer support was useless besides apologizing and not having the dri...",wrong_temperature order_delay
the food was very cold,wrong_temperature
Too much salt this time🤢🤢,
food was not hot quality was very disappointing,wrong_temperature
Buffalo wings taste like shit,
It was freezing cold and arrived 2 hours after ordering,wrong_temperature
Cold meal,wrong_temperature
The order was cold!,wrong_temperature
The order came late and the all food was cold,wrong_temperature order_delay
Slow delivery,order_delay
The buns weren’t fresh And food temperature was cold Small portions,wrong_temperature small_portion
Ice cream is missing,
Food was so cold,wrong_temperature
The order was very very cold Burger was made with wilted lettuce Fries seemed like leftovers,wrong_temperature
Food was cold !!,wrong_temperature
"Honestly not the first time to be not satisfied, mince is losing its edge",
Missing items,wrong_order
"The order arrived after 2 and half hours, was very cold and packging so bad and it was the worst experience ever, never ordering from this restaurant again",wrong_temperature
I ordered 6 pieces and only 5 came,
food was cold because delivery was late for pick up,wrong_temperature order_delay
"Fries was cold, tastes very bad, nashfa. Burger was cold. Took 1 hour 15 mins to come",wrong_temperature
Chicken breast was chewy and not tender,
wonderful,
Fries was terrible portion and taste,
bad,
Received 4 mozzarella sticks instead of 6 😄 also mfc is horrible never like before,
I didn’t receive the icecream and i can’t reach your support!,
"Low quality burger, buns not even toasted Low quality sauces only sweet barbecue is good Low portion fries for 40 egp The only good thing is the chicken wings but it’s too expensive too.",high_price
Delicious,
Meat wasn’t a good quality.,
Meh food,
no ice cream with order 😔 I wont to return the order,
"Fries were very oily and burger patty was crumbling, it was a minced meat sandwich at some point",
The meat tasted very bland. It needed salt & didn’t have any flavour.,
Delicious!,
"Got the meal for 4 offer and the sandwiches were very small, not nearly enough for 4 people. Otherwise the flavors are good.",
The worst restaurant ever tried The worst service The worst management,
If there is negative would have given it Worst food delivery experience Said 60 mins delivery came after more than 90 mins.. all food came all extremely cold and fries totally soggy.. barbecue sauce of chicken wings was all spilled in the bag... ...,wrong_temperature bad_packaging
Fries are too small Pack is half empty 3eib ya3nii,
Order came after 2.5hrs wrong,
Ery Very bar experiane nothing was half half all shoud be put in trash fringe fride all oil not crunchy zsandwidh bed id very cold and tear int 100 peasr no dressing only peasr of tomato as id i went to shabrawy,wrong_temperature
Food received tasteless and super cold,bad_taste wrong_temperature
Food received tasteless and ridiculously cold,bad_taste wrong_temperature
Good was bad,
"burger is very dry and there is almost no cheese although i paid for extra. the elvis desert is veryy bad, it came with no ice cream and tastes very weird. I dont know what happened to this restaurant , mince was quite good a few years ago but now it...",
Too much onions in the sandwitch,
"The burger I ordered was very bland, cold and tasted like the ingredients were old and stored for many weeks and not fresh at all",wrong_temperature
Food was horrible,
Good food I try most of dishes was great I would like to order again,
Order wasnt fresh and very cold specially the froes were cold and oily very disappointing,wrong_temperature
Burger was awful and very bad quality i threw the sandwich away couldn’t eat it I regret ordering from mince,
The taco salad was missing 7 of the ingredients.,
"Burger was bad, bread was not fresh.",
Nothing inside sandwich and not as shown in the photos …,
The order came cold with wrong drink,wrong_temperature
An hour++ late delivery and i chose it because it said “fast delivery”,order_delay
Food came cold,wrong_temperature
Cold and greasy and tastes awful.. never to order again,wrong_temperature
"The rider arrived late after cruising with my order in madinaty, the order arrived MISSING a whole sandwich, Elemenus customer service is useless and rude as usual, saying they will check the cameras, “not knowing who he is talking to nor what that m...",order_delay
And the food was not hot,wrong_temperature
food tastee terrible and customer service so unprofessional and rude,
the restaurant is very unprofessional. theh refused to cancel my order only after 7 mins saying that they are preparing it already. i lost 300 hundred pounds.,
everything was oily and the lettuce wasn’t washed,
The food was too late and cold . The fries were cold and so oily,wrong_temperature order_delay
the caesar salad was terrible ... waste of money the delivery was late the burger was not hot as expected but tasted okay,wrong_temperature order_delay
"the patty is very dry, the smoked burger is actually a burned burger, the 2 stars for the cheese potato and the sweet potato only",
"Basic burger,expected a thicker beef patty, basic seating, premium price",
The order was missing items.,wrong_order
"It tastes poor, fries were pouring oil and it was just one big mess. Very disappointed",
"I ordered 2 combos , one of them is missing the Coca-Cola can, please send ot asap.Thank you",
Quality was good…but price was more expensive than what is written,high_price
"sandwich was great but the fries were horrible, Do NOT order a combo from this place",
I received normal fries not Cheesy fries with just very small cup of cheese sauce how come it costs 53!,
Wrong order No receipt,wrong_order
amazing delivery man,
but took long time to be delivered,
They put the very cold sprite over the fries which made the fries very cold and wet! Not edible and the juicy Lucy is a bit spicy which it shouldn’t !,wrong_temperature
"I payed for the delivery 200 and he returned 80 not 90 pound , so looking for a refund for the 10 egp",
Late. No sauce as described. Cold. Will not order again,wrong_temperature order_delay
Simply Cold !,wrong_temperature
Food was cold,wrong_temperature
the sandwich is so horrible I ordered two different sandwiches I got these horrible sandwiches,
Fries are so cold,wrong_temperature
Burger paling Sedap dekat mesir,
"fries half empty, order delayed",order_delay
The Quality has declined….not ordering again,
and food was cold too,wrong_temperature
"Driver lied to me about picking the order time and took too long to come after he picked the order from restaurant, and the food was cold",wrong_temperature order_delay
"bread is not good, the old bun is better",
the order arrived a little bit late and it was cold not what i expected from mince,wrong_temperature order_delay
They did not send 2 items in the order and it took an hour and a half to send the items. Unacceptable. The wings were ok and the burger is usually better.,
Because i got the offer the food quality was very bad and it was so cold also the fries was just 10 pieces in the pack and it says a combo large if that is the large what will the medium be 2 fries or what,wrong_temperature
fries portion is so small and wings come with the buffalo sauce on the side that is cold..,wrong_temperature
I received the wrong order for the second time. I got another sandwich instead of what I ordered. The food was cold when I received it. The salad was only lettuce and dressing not what’s described.,wrong_temperature wrong_order
Fries were cold,wrong_temperature
Very very very late and cold food Disappointed,spoiled_food wrong_temperature order_delay
cold sandwich and fries .. cheese isn't melt we used to have it much better than this,wrong_temperature
"Terrible experience, fries less than half full, salad upside down in the bag & not closed properly, salad ingredients has nothing to do with the description.",
The order came missing the cola and 45 mins late delivery!!! Menus very bad service,order_delay bad_service
low quality burger compared with other restaurants i think daddy's burger is much better than mince,
i received another burger,
Missing things,
"portions are very very small, the food is cold and late, and it tastes so bad!!",wrong_temperature order_delay
Special instructions section was not read by Mince.,
very bad food and bread 🍞,
I'm a big fan of mince this was my first time to try delivery and it was not as expected,
"Ordered delivery and it was awful taste, cold sandwich, plain without any sauces Bread was fresh",bad_taste wrong_temperature
"very bad taste,",
"This no longer the mince we know, food was cold, portions reduced, the taco beef salad is nothing like the one I used to have in their resturant.",wrong_temperature
burger was so so dry almost no cheese at all,
I didnt receive the sauce while i paid for this item,
I didn’t get the right burger,
Ordered Tex Burgers and they came as classic burgers. Fries was cold. No sauces enough. Chili Cheese fries came with minced meat not jalapeños and with insufficient quantities. You are total thieves and ripping us off with your prices against your qu...,wrong_temperature
"Very bad taste and low quality compared to price, Food arrived late and very cold, terrible experience overall",wrong_temperature order_delay
order delivered late and food was not hot,wrong_temperature order_delay
The comments we made to sandwiches were totally mixed up. Sandwiches ordered without cheese and sauce came wit cheese and sauce and others were missing the cheese and sauce,
good quality but overpriced.,high_price
I received plain burger sabdwich instead of mushroom burger sandwich,
I ordered a Mediterranean Salad and received a mixed greens salad. The burgers and fries arrived cold.,wrong_temperature
Last time to order; very low food quality and seems that no experience for the chef,
"there was nothing juicy about it whatsoever, I barely tasted cheese. The fries were too cold as well.",wrong_temperature
i recieved the wrong sandwich,
the party is nice & juicy but the bread is very soggy,
Fries were cold.,wrong_temperature
late delivery & too cold,wrong_temperature order_delay
The melted tower chicken was amazing will definitely order again props to mince,
good,
"cold, and under cooked",wrong_temperature
"The branch is less than 5 minutes away from my house, yet the food managed to arrive cold and took more than 80 minutes to be delivered.the burger itself was horrible, all I could taste was caramelized onions and the beef patty was unseasoned. Fries ...",wrong_temperature
The toast was awful! There wasn’t any nuttela and wasn’t good.,
So cold the sandwiches and the fries Missing cola Very bad experience,wrong_temperature
Wrong order and I complained without any result !!!!!!!!,wrong_order
Received wrong sandwich The dessert missing the ice cream and way too over priced,
Very late delivery and food is so cold,wrong_temperature order_delay
I asked to write the name of sandwiches and they were not written. Also extras were not delivered!!,
"Delicious food , so late delivery",order_delay
The order came without the drink and till now no one got it to us nor give us our money back.. the beef sandwich had bones in it,
Took time for delivery not as per ETA,
"it’s supposed to be pure beef and high grade quality burger but it definitely wasn’t! My burger had bones crushed in it & big pieces too, one almost broke my tooth!!",
onions rings and chicken tender are probably brought from the nearest super market.. not Mince original appetisers as expected!,
"Very bad, cold, not a drop of sauce on the sandwich",wrong_temperature
very poor meat quality does not taste good caused sickness and thirst for. 2 day,food_poisoning
I DID NOT EVEN RECEIVE THE ORDER,
delivery wasn’t so fast,
Late and Cold order,wrong_temperature order_delay
Missing ice cream,
it was very cold,wrong_temperature
Burger came cold,wrong_temperature
there is order delivered here. lateness and no reason,order_delay
wrong order,wrong_order
Dry burger. Little cheese. Warm drink. Cold fries.,wrong_temperature
very cold fries late delivery tasted horrible not worth the 130 pounds,wrong_temperature order_delay
They use the worst ground beef in town,
"The order came after more than.90 mins , cold fries, burger came with no cheese inside ..!!!!!!!!! , I ordered sweet relish but unfortunately I didn’t find any sweet relish in my order..!!!!!!!! The 2 sandwiches were not as expected unfortunately. ...",wrong_temperature
Extremely cold order after waiting 75 minutes!,wrong_temperature
Was a little cold,wrong_temperature
Food was totally cold and tasteless and delivery was late. I always eat in mince restaurants and I love their burgers and hotdogs but this was my first time to make a home delivery order from them and will be my last time!,bad_taste wrong_temperature order_delay
Best burger in Egypt,
V good,
"Mince has lost its appeal. It was once very good, but now, the quality is very poor.",
please bring back the homemade onion rings,
"jalapeño was missing, although we paid extra for it",
fries portions are really small for the price,
"I didn't receive the ""Beef Bacon N Sticks"" sandwich, I received another sandwich instead. Bad experience...won't repeat it!",
I wasn't delivered the chilli cheese fries,
"the food was too oily, fries was vey small quantity and the cilli beaf was like 2 grams. the experience was awful",
The whole order was great yet watch out for the caramelized onion it’s nothing like the photo,
Missing fries in kids meal. BBQ Bacon N Mushroom barely had any bacon.,
Food was very cold,wrong_temperature
the burger is dry with a rough texture and it tastes like frozen commercial products the french fries is even worse,
it came too late even after the ETA time and the food was so cold and even the fries was soggy.,wrong_temperature order_delay
"2 hours to deliver, food is cold, disgusting, soggy. never again",bad_taste wrong_temperature
The portion were to little 😭,
Fries not fresh They dont bring the american cheese,
The burger patties were veryyy thin,
Fries regular not skin on and tiny size while i ordered large combo. Very bad service,small_portion bad_service
1 star is too much for this branch one of the worst ever 0 taste 0 quality and the food was not served well at all,
the food is amazing but unbelievable portions so not happy even if i loved the food will consider if i will order it again,
Very respectful driver thanks for the experience,
perfect,
Verry spicy,
The best restaurant as usual,
horrible taste specially hotdog,
Cold food after 35 minutes delay.,spoiled_food wrong_temperature
A little fries,
It's sad that Mince was an icon amongst burger offerings in Egypt. Now it just feels... average... mediocre... The burgers were much higher quality and better prepared and with adequate portions especially for condiments inside the burgers.,
Terrible never again,
fries are cold and soggy and burger not fresh and got me food poisining,wrong_temperature
The food was very cold,wrong_temperature
The fries is so cold and the bread of the sandwiches is so bad and all the sandwiches are very cold and bad,wrong_temperature
The burger was a little burned.,
So bad,
Intense Diarrhea,food_poisoning
nice but over priced.,
"ordered and paid for an extra patty, sandwich was single patty still.",
worst restaurant ever not professional at all wrong order couldn't communicate call center of mine is the worst Great customer service from menu to handle as intermediate that the restaurant couldn't handle like menu,wrong_order
Arrived cold,wrong_temperature
also i requested diet cola and they sent cola. never order again from mince. burger oily,
Late and cold food,spoiled_food wrong_temperature order_delay
i don't know but sandwich quality or portion has gone down and price gone up,
Fried,
Late dilevery & the food was cold,wrong_temperature order_delay
"bringing wrong order, didn't respond to my call or even apologize for their mistake.",wrong_order
Packaging improved massively..,
Sandwiches were so poor not as usual,
"cold fries, bun not fresh",wrong_temperature
"fries were so little, missing cheese cup, cold food",spoiled_food wrong_temperature
"Terrible taste, beef was like solid hard, burnt and worse flavour ever un my life . Absolutely terrible quality and terrible taste",wrong_temperature
"Food is very cold , last time to order food through this app … order delivered after 45 min from expected time ….",wrong_temperature
Very cold not as dine in,wrong_temperature
One item came wrong and wasn’t able to reach anyone from the app or the restaurant,
I didn’t receive my order yet,
The quality of food wasn’t good,
Bread not fresh,
No extras,
The sweet potatoes and orange juice were not filled,
You need to use the same bread McDonald's and Buffalo use.,
"Awful service, burgers does not taste good",
"I paid 09,00 EGP for extra cheese but cheese was not added so seriously why i paid extra fees?",
The worst burger ever I don’t recommend it,
Fries and chicken were cold and not fresh,wrong_temperature
"Order was late and everything was cold and the bag was cut open, I mean why even bother delivering the order for such a shitty service?",wrong_temperature order_delay
"The burger was not properly seasoned, the buns were not fresh at all and the fries were cold. Totally disappointed",wrong_temperature
Very good and surprisingly consistent 👌🏻 JuicyLucywise 🤤,
I order large fries and it’s come half the box,
very,
"The fries is poor, black and extremely oily",
Overpriced considering its mediocre quality. Special requests were ignored. Won't be ordering it again.,bad_service high_price
The lettuce wasn’t fresh but it also had a very bad smell!,spoiled_food
The received is Not a Stuffed Juicy Lucy. Burger with Cheese Above is the one I got,
Forget to put sour cream but the quality was insanely good for the nachos,bad_taste
I didnt get the mince lemon!!! Please refund the money,
First time using menus and I got surprised with fast delivery and the smoothly way for proceeding the order,
Burger very good but chips very poor,
Fries was terrible and cold,wrong_temperature
"The order came in a bad packing condition and without gloves & cover as hot line informed me that it should be included. And the most important also the order came without the ""American Cheese dip which I've already paid for.",
"Perfect, but they must have put the caramel sauce on the toast while it's freshly made",
He didn't have the change and took extra money,
I did not even receive my order hahaha,
you forget the caramel sauce,
"tge bread 🍞 is not fresh, very old bread, almost I throw the sandwich in garbage",
Fries were cold and disgusting as usual,bad_taste wrong_temperature
food was fine but very cold,wrong_temperature
"very yummy but the hotdog's filling comes separately, which is too messy when put at home.",
fries was not good at all,
"seems because it was under offer, the portion and quality was bad and not the same if ordered in resturant or via phone directly to them",
burger was cold,wrong_temperature
The worst burger I have ever been tasted,
They did not mark on the packaging the name of the sandwich and I had to open each and every one of it to know which is which.,
not good,
i ordered 5 sandwiches but only 4 came,
"food quality is very bad , doesn't look anything like photo or description, the hot dog came plain only bread and a hot dog and some sauces in small plastic containers , worst sandwich ever ordered.",
"The worst burger i have had in years, the meat was tasteless, we had to eat it anyway because we were hungry... won’t be ordering it again ... too bad",bad_taste
Black banana,
"worst order i had ever, i ordered 2 combos, i received only one combo although i paid for both, adding to that the fries received were soft, greasy and not fresh at all, and of course very late delivery",order_delay
"that was very bad , what kind of resturant but that much pepper for ground beef except for masking the taste !!!!!!!!!!",
very bad tasty and very small 😡😡😡 the burger is very bad,
taste is awful and the burger was burned-out and hard to be shewed,
"The taste better in the restaurant, the portions and taste were not as I expected Only 2 mushrooms were in the sandwich. Aslo the caramel sauce of elvis dropped in the package",
Wrong order,wrong_order
never received the mince platter,
You should mark or tag sandwiches,
"it arrived cold and the lotus sauce was all over the bag, it got to the Burger and the bottom of the bag, Burger is decent however it was cold, and the ice cream was super runny, the restaurant should wrap the sauce always.",wrong_temperature
pretty good,
Amazing,
the sandwich was amazing but the fries were horrible i cant believe i payed 57 le for cold old fries !!,wrong_temperature
Elvis without ice cream !!!,
good but potato not good,
Estimated time to receive the order 11:18. But for an unknown reason I decided to cancel my order which didn’t arrive at 11:50 from a branch which is not faraway from me more than 2 or 3 kilometers. Soon I will delete the app too. Service as trash.,
After 30 min waiting they just reject my order !!,
trash trash trash trash trash trash trash trash,
el application waited about an hour or 2 so send the order to the restaurant,
Every time there’re missing items from the order It’s very annoying,wrong_order
The order was missing 3 fries. I received only 1 fries & was awful very bad taste & looked burnt. I complained but nothing happenned. I wont order again,wrong_temperature
"The cheese box came separately along with the fries which is totally unacceptable, i have ordered the cheesy fries so the fries will be topped with the cheese.",
"Food came fast, hot and delicious. They got items/special requests correct and well-packed.",
all was delicious but the hot dog came cold that's all,wrong_temperature
High quality ingredients but I guess they grilled the bread on so much butter so everything had an extreme unpleasant buttery taste. The ultimelt burger needed more bakon I didn’t taste it in there.,
"The burger patty is good, but the lettuce on all the burgers was stale and all the fries were soggy. Also requested instructions/comments on one of the sandwiches was not followed.",spoiled_food
Time bad man,
I ordered 4 things and they only brought 3.,
The application is very bad I won’t use it again! I received my food after one hour from iftar!,
"small portions, fries were soggy",small_portion
I ordered chilli fried but got notmal fries,
My stomach hurt very much for the next 2 days,
Hot dog bread was feel like it’s reheated in microwave so give it a non fresh taste The burger package wasnt good at all i open a paper rap and see the burger looks squeezed as if someone set on it,
terrible onion rings and sauces,
This is the second time I order and it comes with out the drink an fries. I also ordered without cheese and they put cheese.,
Small portions,small_portion
the fries were not crispy and they were very cold,wrong_temperature
"totally different quality from what is ordered inside the branch , bread was not fresh and burger was cold",wrong_temperature
the food came 45 minutes late and it was also very cold,wrong_temperature order_delay
Fine sandwiches,
I added bacon to my mince burger sandwich but they added it on the blue cheese sandwich,
Unreasonable proportions and prices seriously the regular size is a slider,
"For the tenth time msln to order from mince and find no forks , knifes or tissues !! And I complained too many times about it",
Very bad quality- will never order again,
Half the fries is gone. Very late.,order_delay
We were charged for 6 skin on fries and 2 with cheese and only received french fries..,
small portion with. bad taste and. poor value versus cost.,small_portion
blue burger came without blue cheese!,
"Fuck the delivery guy, he was too late wtf is this",order_delay
last time i will order through elmenus delivery,
Fries were very oily,
Nice,
Very very bad food quality,
The fries were soggy,
The cheese dip is not with the order though 2 dips should have been with the order,
Never arrived,
The fries didnt come with the order,
i always order from mince. this time the burger quality wasn't good at all,
It was bad,
fries was very cold and bad,wrong_temperature
The sandwich was cold,wrong_temperature
fries came cold,wrong_temperature
Great quality,
"It was very bad, It was very cold and it came very late.",wrong_temperature order_delay
Amazing ❤,
the most worest order ever,
"hot dog was too small compared to its price, but it tasted good",
excellent,
"the burger was burnt, cold and very dry",wrong_temperature
the chicken was too tough and the French fries weren't hot,
"The branch is literally 2 buildings away from my building so it’s less than a minute walk. Food came an hour and a half late, order came in wrong, quality was absolutely horrendous! Overall experience was horrible to be honest. Never again!",order_delay
food tasted good but it was really cold,wrong_temperature
I don’t recommend it at all they canceled the order without calling me,
Burger was undercooked. Very low quality. It’s surprising how one of the best burgers in town became so bad.,wrong_temperature
The prices are too high as for this quality of food. Good burgers require very good burger buns. Unfortunately the buns used for Mince's burgers destroy the taste of the sandwiches. It should definitely be improved.,
The burger had this discusting @ss suase the fries were just oily and bad the bun was hidious and the churos was horrible it was RAW,
waited for the order 3 hours and didn't receive it!!,
"Biggest problem was the fries, they tasted like they were cooked in oil that has been overused. I didn't expect my fries from mince to be similar like what I'd get at any fast food chain like hardee's. Some of the ingredients weren't fresh, like the ...",
2 hours waiting for delivering the order and not delivered yet,
The order was delivered 45 min late and the food was cold and tastless. Very bad experience,wrong_temperature order_delay
"They were horrible, the order was 2 HOURS late. After i called the guy an hour after I ordered and he said the branch says its out and will be there in a few minutes. Called them a half hour later they said it wasn’t made and will take half an hour m...",order_delay
They changed the burger into minced meat and it is SO not good. I used to LOVE mince..it was my favourite burger place by far but this new meat is just NOT good.,
Too bad they canceled Elvis French toast it was the best,
one off the worst burger and also expensive compared to quality,high_price
Sandwiches taste amazing as usual .. But fries isn't as good .. Also ur prices are extremely high,
The food quality became very low comparing what used to and the food was moisture and scrambled!!! Not going to order from Mince again,
"Khara , the only good thing about the order was the Coca Cola , worst burger in egypt",
packaging was sooo bad and there was dirt on the katchup packages,
"The quality of the food is inconsistent, sometimes it’s great and others not so much. Today the food was cold and just plain, nothing special. It used to be a good restaurant!",wrong_temperature
"Simply terrible food. Dry and over spiced burger, soggy fries. It’s sad to see how terrible it became. Not recommended at all",
"Burgers taste are good, delivery time was good but food was a little bit cold",wrong_temperature
"If there was any rating less than 1, I would give this rating to this restaurant without any regret, the food delivered cold, despite the Coca-Cola wasn’t cold, after more than 90 minutes of waiting. Bad experience I will not repeat again.",wrong_temperature
Extremely unhygienic I saw a worker myself coughing in his hand then re handling the food without gloves. And then I got a sandwich that smells and made me sick.,food_poisoning
"The worst food delivery experience Order reaches after 3 hours ,Cola and fries were missed. BTW sandwich taste was good , but I’ll not try delivery again from Mince.",
"The worst food delivery experience Order reaches after 3 hours Cola and fries were missed BTW sandwich taste was good , but I’ll not try delivery again from Mince",
The worst burger i’ve ever tasted Really bad food and bad service as well,bad_service
"Mince used represent high end quality burger, when I ordered it yesterday it was all mushed bad quality and little quantity but they still charge you high end price. I took a picture of my 65 le wedges I received and the one advertised on their menu...",
"not recommended, unprofessional team. after every order they called to say the courier has an accident and order will delay!!! it happened 2 times with me",
"worest experience ever. i ordered at 3:30, they called at 5:00 to tell me a problem happened with the courier, this is the second time with the same reason. UNPROFESSTIONAL UN BELIEVABLE REASONS !!!! NOT RECOMMENDED",
The order arrived on time but I ordered and paid for (by card) a combo meal with fries and a drink and was surprised to find that the bag only contained the burger. I called the deliveryman and he told me this was not his responsibility. I suppose it...,
"Mince is forever my favorite place of cheesy fries and burger, I tried this time the BBQ burger and I think it is the best of them all.",
point 90 branch was awful Tried Heliopolis branch before and was really good,
Honestly very surprised that it hasn't more stars...always been a good experience...very tasty burgers...big thumbs up for the Brooklyn and Ultimelt...discovered the sliders recently which are small burgers for those who wants to try something new li...,
"Chilli cheese fries is amazing, but cold drinks is overprice",wrong_temperature
I liked the burgers and the service. The place is also nice.,
I got kicked out of the restaurant for no reason. Manager is really rude.,
"it was good, and it arrived hot, may be the Delivery location is near",
Big fat zero Bread sucks Burger sucks Coleslaw sucks And fries sucks Elhamdollah ingaz How come the owners leaving it to reach that level Really nothing is eatable,
Wasn't as good as it should be. The burger taste was lost in between the other ingredients of the sandwich. Bun was okay nothing special about it while their fries were bad. Sweet potato was good though. Considerably expensive for the taste and size ...,high_price
"Great cheese fries,, very good 4 chills burger, good Lucy juicy, delicious experience",
the meat is so delicious and tender generally a good sandwich but fries was not good i didn't like it and the order was about to be cold need to improve that points to be perfect ... i will order again,wrong_temperature
The food was out standing and very quickly delivered,
burget is not bad yet not the best. and cost is double after delivery and taxs this so weird. i usually order from them but this is very weird to be. 60 egy delivery and tax for 80 le combo???,
Their chicken honey mustard is amazing.....,
Overrated place. Dry and tasteless burger.,bad_taste
"overpriced, not that delicious, simply overrated!",high_price
"Mince burger does not even deserve a one star, I ordered big double and it came without the caramlized onion and beef bacon!!! Which is listed in the main ingredients of the Sandwich, when I asked the waiter, he said the sandwich is without them and ...",
"Great appetizers, and the burgers were very tasty too",
Love the place and the food is amazing!,
"Lacks originality and messiness which explodes into flavor and lighten up your taste buds... But you can depend on it, they are consistent in quality. The onion rings are great.",
Worst Sandwiches- Most Overrated - Most Expensive with much less ingredients and the Worst customer service on top (0 Star),high_price
I live in Manial and called for delivery and the guy said that we can’t deliver to Manial even it is written that they can!,
Sadely i ordered juicy lucy and 4 chilis which were missing alot of their sauces especially those 4 chilis which were somehow dry with tiny amount of sauce and cheese! I didn't like it this time..,small_portion
"The mexican from mince at point 90 Was very delicious with all the mixed flavors of cheese and jalapeno, guacamole and tortilla chips #Amazing❤",
Best dessert in town,
Well done burger stuffed with chedder cheese is the best thing in mince which called #juicyluicy i loveeee it ❤,
First off if there were NO STARS Review I would have selected that option. This place is below average and overrated and overprice by heaps.. I could have eaten the 80 $ sandwich with like 10 $ in any semi average street or university cafeteria .......,
Good Burger and fries,
I love their waffle potato with the cheese sauce and ofcourse the juicy lucy sandwich and tried it in brown bread this time and was amazing!! Try their branch in Marghany is the best,
nothing special about food. too pricey for nothing!,
"Everyone eats burger and fries there,so why not try to stay healthy for a while? Their ceaser salad is the majority’s favorite lately.They should increase the chicken breast size somehow.",order_delay
It was a pleasurable experience ???? the burger was tasty ????,
Sometimes it can't be more perfect ???????? w sa3at el 3esh bykon bayt w 7alto hbab,
What can I say? Their juicy lucy burger comes straight from h e a v e n! Not to mention their fried sweet potatoes. Want to end your cheat meal with the perfect treat? You have to try their Elvis Toast!,
Overrated .. not juicy enough burgers .. the appetizers were better than the sandwiches,
You can actually taste the meat and feel its high quality in every bite of the burger but the prices are bit higher than average,
Just losy no cheese enough,
"The quality of the beef is good and the taste too, 7.5 out of 10 is my score",
Worst place . I visited Cairo festival city branch the staff was so unfriendly. Taste was bad and service was worst . Don't recommend,bad_service
"Burger 7lw w mo5tlf I tried burger sandwiches smoked, juicy Lucy & hot dog NYC ....",
Well this time is def the best time i ate burger at mince ! Point 90 branch is cool. The neat quality is good the sauces are great..the bread could have been slightly better but the overall experience was worth it. Not gonna talk about the prices bec...,
Overall 7elw bs taste el basal hwa ely kan w7esh,
High quality juicy burgers and recommended .,
The best place to eat burger i love it,
The most beautiful burgers in town,
"By this time I can say fluently.. It’s the worst burger I’ve ever tried old bread bad quality burger meet bad quality sauce but the carameled onions are good So, it’s really overpriced for really bad food",high_price
"Cold, tasteless, overpriced...the bbq lulled beef was extremely chewy",bad_taste wrong_temperature high_price
BEST BURGER EVER (Cairo festival) (In there branches not in egypt) The burger was so delicious I would like to thank cairo festival team for their pleasant well come and for thier excellent service really they are professionals,
Not the top of burger but still accepted,
burger and desserts are highly recommended,
the burger taste is good but the portions are small,
"Had an amazing dinner last night at Cairo festival branch, didn't wait much on the waiting list as the place was totally full but the staff managed of perfectly and were super helpful and nice to us, the food was amazing especially the new loaded oni...",
"Had an amazing dinner at Cairo festival branch, the place was full but the staff was professional enough and handled it without any loss in quality, the new loaded onion rings is such an invention! I also like their cocktails, so refreshing!",
"All time favorite, great food and service and the price is affordable.",
Like almost every other restaurant that opened around the same time. was great at first now boring. portions are small and ridiculously overpriced. Burger is rubbery and tasteless what a shame,bad_taste high_price
"@minceburgerseg at last after all our burger trial we think its scam that we didnt try mince yet so we hit the place. . We had 2 type of burger (mushroom&swiss cheese, mexican) 220 grams. . We will talk about the patties at first very great cut with ...",
Used to Love it but now it became over expensive for a very bad quality .. It's either they lower the portions and keep the price or higher the price and keep the portions!,high_price
Good quality but a bit expensive for what you get.,high_price
I know thst what i say might be obvious to many people but between all the burger places i've been too and all that time as a foodie i didnt try mince until today. First impression when i see the sandwich at the table next to us and i was shocked ...,
I used to love Mince and recommended it to all my friiends.. unfortunately today we ordered from Mince 2 Juicy Lucy+ 1 fries + 1 cesar salad.. all I can say is that it was so bad that we decided never to order again from Mince..,
"Arkan branch .. this was the 2nd time to try mince .. the place was clean .. burger was served fast .. but the only comment is that their bread wasn't fresh ""kan byfarfet"" and the cheese in juicy luicy wasn't good as the previous time",
Most overrated resturaunt out there,
"Great flavors in this burger, I like anything sweet in my burger so the raspberry was great addition",
I liked their appetizers and desserts more than the burgers. I had the crab salad burger and there was barely any 'crab' in there. The desserts skillet is fantastic and loved the mozzarella sticks. The staff is friendly and the service is good but th...,
I love it laken it's not my favorite place to go.. there's better,
Fluctuating quality.,
"We started off badly, but it became very good during the year. It is been a while though but I am currently craving their waffle potatoes",
"Love their burgers, good quality! my favorite is the mexican, not good service tho",
Amazing sandwiches and desserts but a little bit expensive,high_price
"The service and taxes fees might end up being the same as the actual food price, the quantity of food has decreased concerning the last few months and the burger is less seasoned, it basically became a regular burger-restaurant that happens to have m...",
"One of the best burger places in egypt....ultimelt and mexican burger are my favourites , waffle potatoes is a must try ,elvis toast is a very happy ending",
